Image,Asymmetry Contribution,Vertical Diff Ratio,Horizontal Diff Ratio
ISIC_0000000_segmentation.png,2.6,0.0005572998133369928,0.0006371346863618957
ISIC_0000001_segmentation.png,0.0,0.0002456568340070802,0.00026495742870665434
ISIC_0000003_segmentation.png,0.0,0.0003944043162999542,0.000384831828936678
ISIC_0000004_segmentation.png,0.0,0.0004864255624739689,0.0004561454189391276
ISIC_0000006_segmentation.png,2.6,0.0005474455043008316,0.0005909706126431713
ISIC_0000007_segmentation.png,2.6,0.0010335824827852245,0.0010383546989427552
ISIC_0000008_segmentation.png,0.0,0.0004968204749627459,0.00046675775906764076
ISIC_0000009_segmentation.png,2.6,0.000971721860347253,0.0009299055175518369
ISIC_0000011_segmentation.png,2.6,0.0005389794196125061,0.0005106690530640352
ISIC_0000012_segmentation.png,2.6,0.000569654419593726,0.0006028594067044249
ISIC_0000013_segmentation.png,2.6,0.0007449033821617764,0.0007442502923257318
ISIC_0000014_segmentation.png,2.6,0.0011597694797674256,0.001162230245268777
ISIC_0000015_segmentation.png,1.3,0.0007382445586947479,0.0004566936761765052
ISIC_0000016_segmentation.png,1.3,0.0005049658177447224,0.00043601833070392907
ISIC_0000017_segmentation.png,0.0,0.0004821560282414013,0.00038369207636868897
ISIC_0000018_segmentation.png,2.6,0.0007158636007245988,0.0006841385070921909
ISIC_0000019_segmentation.png,0.0,0.0002669695745913638,0.0002818319464420171
ISIC_0000020_segmentation.png,2.6,0.0005291060384266406,0.0005963156849922141
ISIC_0000021_segmentation.png,2.6,0.0012088776085530384,0.0011773517129213935
ISIC_0000022_segmentation.png,0.0,0.00023927736879584283,0.00035255301415098667
ISIC_0000023_segmentation.png,0.0,0.0003582676649448252,0.0003375880959743229
ISIC_0000024_segmentation.png,0.0,0.00023653386123400008,0.0004026703269148881
ISIC_0000025_segmentation.png,1.3,0.000504522962164899,0.0004685394349903301
ISIC_0000026_segmentation.png,2.6,0.00064527813772159,0.000649904981975109
ISIC_0000027_segmentation.png,0.0,0.00026209407412652956,0.00024237269653551221
ISIC_0000028_segmentation.png,2.6,0.0009396977042614531,0.0009189957452760549
ISIC_0000029_segmentation.png,0.0,0.0003690687679650645,0.0003858262080703963
ISIC_0000030_segmentation.png,2.6,0.0005764504147690202,0.000536405271705135
ISIC_0000031_segmentation.png,2.6,0.0005063167970576179,0.0005904125781510946
ISIC_0000032_segmentation.png,0.0,0.0002540364900637817,0.00028516060731942155
ISIC_0000034_segmentation.png,0.0,0.00024159261403410218,0.00030761402457122244
ISIC_0000035_segmentation.png,0.0,0.00024038265962688523,0.00025344483159670444
ISIC_0000036_segmentation.png,1.3,0.0006264309079592435,0.0003360210899740031
ISIC_0000037_segmentation.png,2.6,0.001314601611840281,0.0012962344394906458
ISIC_0000038_segmentation.png,0.0,0.00047709687873246514,0.00026207682556295397
ISIC_0000039_segmentation.png,0.0,0.0001417883498022261,0.00016140548471706173
ISIC_0000040_segmentation.png,2.6,0.0006822115769080951,0.0006456150850464292
ISIC_0000041_segmentation.png,2.6,0.0006582560431668226,0.0006292550426323042
ISIC_0000042_segmentation.png,0.0,0.0003966950279601478,0.00026989922923876397
ISIC_0000043_segmentation.png,1.3,0.0004705913897316917,0.0005319789980926074
ISIC_0000044_segmentation.png,0.0,0.0003091522323215,0.0002685951325367488
ISIC_0000045_segmentation.png,0.0,0.00022944917021660213,0.00017872119798099945
ISIC_0000046_segmentation.png,1.3,0.0004993286215478987,0.000577018953455463
ISIC_0000047_segmentation.png,2.6,0.0006002757108044902,0.0006075743508011778
ISIC_0000048_segmentation.png,1.3,0.0005865633601794271,0.000148779465570168
ISIC_0000049_segmentation.png,0.0,0.00048707885684996636,0.0004906881786471325
ISIC_0000050_segmentation.png,0.0,0.00035670052140522466,0.00045409860468955185
ISIC_0000051_segmentation.png,2.6,0.0013710245514926785,0.0013392088657567364
ISIC_0000052_segmentation.png,0.0,0.00023720736251506665,0.00021523069906169708
ISIC_0000053_segmentation.png,0.0,0.00031928042878663794,0.0002616460211537891
ISIC_0000054_segmentation.png,2.6,0.0005521490348094147,0.000542669893942829
ISIC_0000055_segmentation.png,2.6,0.0010714998016638233,0.0010978023015973829
ISIC_0000056_segmentation.png,0.0,0.0003617778339991197,0.00035688323369060203
ISIC_0000057_segmentation.png,0.0,0.0002873935558173716,0.0004566403505024503
ISIC_0000058_segmentation.png,2.6,0.0007476317789075489,0.0007150305915451783
ISIC_0000059_segmentation.png,1.3,0.0003003744573832389,0.0005267038221698466
ISIC_0000060_segmentation.png,0.0,0.00015997884199466317,0.00018564458139848792
ISIC_0000061_segmentation.png,0.0,0.0003081645181092695,0.0002939082078503593
ISIC_0000062_segmentation.png,0.0,0.000369879185360287,0.0003733943452606927
ISIC_0000063_segmentation.png,0.0,0.00039914583495337326,0.0004558032309916116
ISIC_0000064_segmentation.png,0.0,0.00024072161658993251,0.0003948632975279326
ISIC_0000065_segmentation.png,2.6,0.0006039897342469393,0.0005650892175187078
ISIC_0000066_segmentation.png,1.3,0.00046697501693696106,0.000560818327046445
ISIC_0000067_segmentation.png,0.0,0.0002751092095859113,0.00020198253627917094
ISIC_0000068_segmentation.png,0.0,0.00022576174802633065,0.00017150567659579157
ISIC_0000069_segmentation.png,0.0,0.0002892760157498114,0.0002843121981617074
ISIC_0000071_segmentation.png,0.0,0.0002908176963984308,0.00031303023765475547
ISIC_0000072_segmentation.png,0.0,0.0003677257672497387,0.00042882381784006205
ISIC_0000073_segmentation.png,0.0,0.0004121444733936569,0.0004060647024352101
ISIC_0000074_segmentation.png,2.6,0.0013019665017902848,0.0012205463992775482
ISIC_0000075_segmentation.png,0.0,0.0002265656534180847,0.00021115896265441598
ISIC_0000077_segmentation.png,0.0,0.00020716756324632994,0.0004906910916638908
ISIC_0000078_segmentation.png,2.6,0.0008263786740589022,0.000784519522694544
ISIC_0000079_segmentation.png,2.6,0.000838672563692302,0.0006539053044506396
ISIC_0000080_segmentation.png,0.0,0.00035032107516118,0.0003508921777961762
ISIC_0000081_segmentation.png,2.6,0.0011152610926230418,0.0011137641272014134
ISIC_0000082_segmentation.png,2.6,0.0007617958733680543,0.0007795219142274454
ISIC_0000085_segmentation.png,0.0,0.0004158231784393446,0.00028048751622902567
ISIC_0000086_segmentation.png,0.0,0.00018372607564325283,0.00014979498169918632
ISIC_0000087_segmentation.png,2.6,0.0007570581629466128,0.0007562787332179843
ISIC_0000088_segmentation.png,2.6,0.0008582052897808705,0.0009436336754769323
ISIC_0000089_segmentation.png,1.3,0.000564858605932726,0.0004989429145515721
ISIC_0000091_segmentation.png,0.0,0.00038194490587795934,0.00038664587752359683
ISIC_0000092_segmentation.png,0.0,0.00028569804072618515,0.00026335405709315316
ISIC_0000093_segmentation.png,0.0,0.0004516886204912279,0.0004441657959852167
ISIC_0000094_segmentation.png,1.3,0.0003007079043399612,0.0005458529422208854
ISIC_0000095_segmentation.png,2.6,0.0006322853787148147,0.0006236239351707761
ISIC_0000096_segmentation.png,0.0,0.00019995335960895956,0.000325242253188146
ISIC_0000097_segmentation.png,2.6,0.0011579816125603375,0.0011578587247993363
ISIC_0000098_segmentation.png,2.6,0.0013078165803567477,0.0013073739653875094
ISIC_0000099_segmentation.png,2.6,0.0005446532819503822,0.0005511155242684698
ISIC_0000100_segmentation.png,0.0,0.00037422215703629993,0.0003527444109088781
ISIC_0000101_segmentation.png,0.0,0.0002560837458721438,0.00015352190557961143
ISIC_0000102_segmentation.png,2.6,0.0007682627197473603,0.0007683512037922493
ISIC_0000103_segmentation.png,0.0,0.0003654474942489173,0.000290362695175982
ISIC_0000104_segmentation.png,0.0,0.00015496216168512094,0.00023597072113955156
ISIC_0000105_segmentation.png,2.6,0.0008413087751341845,0.0008391524854230773
ISIC_0000107_segmentation.png,2.6,0.0011655082058886293,0.0012314265070838438
ISIC_0000108_segmentation.png,0.0,0.00015742035907158878,0.0001417825750578548
ISIC_0000109_segmentation.png,2.6,0.0006913413256255216,0.0006314281646268987
ISIC_0000110_segmentation.png,0.0,0.00033419452054276536,0.00033528163941306925
ISIC_0000111_segmentation.png,2.6,0.0008630405664729076,0.0008630612286011377
ISIC_0000112_segmentation.png,0.0,0.0004293879101637204,0.00023342758276474266
ISIC_0000113_segmentation.png,0.0,0.0004363741651458804,0.0004366040758496578
ISIC_0000115_segmentation.png,0.0,0.00035692619762027694,0.000277529904362718
ISIC_0000116_segmentation.png,2.6,0.0006503620992218977,0.0007173944826791416
ISIC_0000117_segmentation.png,0.0,0.00025175255500812886,0.0003131370680322928
ISIC_0000119_segmentation.png,2.6,0.000530284917083594,0.000527433567316712
ISIC_0000120_segmentation.png,0.0,0.00038193225407105605,0.00035058885399946726
ISIC_0000121_segmentation.png,0.0,0.00043345043298654906,0.0004409493254777807
ISIC_0000122_segmentation.png,0.0,0.00024985517595782096,0.0002478577129910556
ISIC_0000123_segmentation.png,2.6,0.0008916516599159622,0.0008776049145875217
ISIC_0000124_segmentation.png,0.0,0.0002604907258957733,0.00024565222117551303
ISIC_0000125_segmentation.png,0.0,0.0002189891174241255,0.00019549537499099692
ISIC_0000126_segmentation.png,2.6,0.0006008672144933142,0.0006019725319801118
ISIC_0000127_segmentation.png,2.6,0.0010252785043985135,0.0010257604664742534
ISIC_0000128_segmentation.png,0.0,0.00022035244560734496,0.0002632053726528657
ISIC_0000129_segmentation.png,2.6,0.0008377019056388382,0.000845901728522664
ISIC_0000131_segmentation.png,0.0,0.0001069975148253407,0.00010771613339898633
ISIC_0000132_segmentation.png,0.0,0.00039735539603941514,0.0003529444459883834
ISIC_0000133_segmentation.png,0.0,0.0004482713199801765,0.0003032865139331268
ISIC_0000134_segmentation.png,0.0,0.00033134389663668466,0.00016345244637319166
ISIC_0000135_segmentation.png,0.0,0.00034156123993556116,0.0003460051592502007
ISIC_0000136_segmentation.png,1.3,0.00047364770364965157,0.0005393234503241682
ISIC_0000137_segmentation.png,1.3,0.00036695312613072446,0.0006691206454553266
ISIC_0000138_segmentation.png,0.0,0.0004770542552061224,0.00047093354862675843
ISIC_0000139_segmentation.png,0.0,0.00036266177995285205,0.0003185997921831566
ISIC_0000140_segmentation.png,1.3,0.0005594727432249142,0.00033782798967518394
ISIC_0000141_segmentation.png,2.6,0.0009732889297356168,0.0009300931887573767
ISIC_0000142_segmentation.png,0.0,0.0002503809696425718,0.0002445802397827678
ISIC_0000143_segmentation.png,2.6,0.0006197612659530581,0.0006547658808334825
ISIC_0000145_segmentation.png,0.0,0.00024043424104466294,0.00022361252529066956
ISIC_0000146_segmentation.png,0.0,0.00029809240319158696,0.0003392352949592215
ISIC_0000147_segmentation.png,0.0,0.00026373839055433867,0.00021566190341135565
ISIC_0000148_segmentation.png,2.6,0.000994927683910594,0.000945718147264965
ISIC_0000149_segmentation.png,0.0,0.0001931293316781797,0.00020302704448351712
ISIC_0000150_segmentation.png,2.6,0.0008811955429383181,0.0006235281819869127
ISIC_0000151_segmentation.png,2.6,0.0010071037962281898,0.0010218386556737585
ISIC_0000152_segmentation.png,0.0,0.00030999073822622213,0.0003169135656636284
ISIC_0000153_segmentation.png,2.6,0.0005772493720687774,0.0005907006113958978
ISIC_0000154_segmentation.png,2.6,0.0012059298537164369,0.0011538233229685011
ISIC_0000155_segmentation.png,0.0,0.00028697059872113127,0.0002658825587790648
ISIC_0000156_segmentation.png,2.6,0.0013511834442923349,0.0013146581085312812
ISIC_0000157_segmentation.png,0.0,0.0003310865153547123,0.0003395126894979097
ISIC_0000159_segmentation.png,0.0,0.00035727035923429555,0.0002853842654830442
ISIC_0000160_segmentation.png,2.6,0.0009030502896836629,0.0009143527408727048
ISIC_0000161_segmentation.png,2.6,0.0007006004997714524,0.0008303272042941484
ISIC_0000162_segmentation.png,0.0,0.00045716429743643315,0.00043884888720460745
ISIC_0000163_segmentation.png,2.6,0.001109232063258167,0.0011967795749619206
ISIC_0000164_segmentation.png,2.6,0.0011631700600267737,0.0010107585113686677
ISIC_0000165_segmentation.png,2.6,0.0009014777021169589,0.0010537368282896465
ISIC_0000166_segmentation.png,0.0,0.0004068376369811196,0.00024065281306680117
ISIC_0000167_segmentation.png,1.3,0.000494097455985589,0.0007237891589749016
ISIC_0000169_segmentation.png,1.3,0.0004614384182424477,0.0006457292763027456
ISIC_0000170_segmentation.png,1.3,0.0005652113910633542,0.00037785683505293965
ISIC_0000171_segmentation.png,2.6,0.0005276541989344757,0.0005448728511012248
ISIC_0000172_segmentation.png,2.6,0.000733046557294682,0.0007378582357955452
ISIC_0000173_segmentation.png,2.6,0.0006651780649246581,0.0009557108310924115
ISIC_0000175_segmentation.png,1.3,0.0005847207342029035,0.0004467175710989802
ISIC_0000176_segmentation.png,0.0,0.0004502450466882751,0.00040877510817751296
ISIC_0000177_segmentation.png,0.0,0.0003374519691375072,0.00030216398853055395
ISIC_0000179_segmentation.png,2.6,0.0005905529257094059,0.0006349873501506703
ISIC_0000181_segmentation.png,0.0,0.00029519317496761875,0.0003133571334273151
ISIC_0000182_segmentation.png,0.0,9.86516001475679e-05,0.00014583684663324424
ISIC_0000183_segmentation.png,0.0,0.00036745932797061935,0.00040651855318801734
ISIC_0000184_segmentation.png,0.0,0.0002345625952023936,0.00047065878043553195
ISIC_0000185_segmentation.png,2.6,0.0005697702352868667,0.0005480174533636574
ISIC_0000186_segmentation.png,0.0,0.00010693192167236738,0.00013366490209045922
ISIC_0000187_segmentation.png,0.0,0.00014849567956507048,0.0001419712431456417
ISIC_0000188_segmentation.png,1.3,0.000438494506791535,0.0005102865586604519
ISIC_0000189_segmentation.png,0.0,0.0003082490801685173,0.00036522801258287804
ISIC_0000190_segmentation.png,1.3,0.0003857961259293028,0.0006971234688768152
ISIC_0000191_segmentation.png,0.0,0.0002859020225901903,0.00026150246763047757
ISIC_0000192_segmentation.png,2.6,0.0005542581933026927,0.000543569603873157
ISIC_0000193_segmentation.png,0.0,0.00041855208569533515,0.00046632189697626877
ISIC_0000196_segmentation.png,2.6,0.0005954036574660255,0.0006203574228695674
ISIC_0000197_segmentation.png,0.0,0.00040360828885883146,0.0004065688011754879
ISIC_0000198_segmentation.png,0.0,0.00017763416882822365,0.00021868967413088517
ISIC_0000199_segmentation.png,0.0,0.00017402391536579484,0.0001702465493430034
ISIC_0000200_segmentation.png,0.0,0.00018351926917303555,0.00022199760957979927
ISIC_0000201_segmentation.png,0.0,0.00027688419117647057,0.0002506191278594771
ISIC_0000202_segmentation.png,0.0,0.0001376370252401445,0.00016177598735342476
ISIC_0000203_segmentation.png,0.0,8.257139812446718e-05,6.510549872122761e-05
ISIC_0000204_segmentation.png,0.0,0.0003741738248529847,0.00031959048283427557
ISIC_0000205_segmentation.png,0.0,0.00024558564142740705,0.00028639046827275616
ISIC_0000206_segmentation.png,2.6,0.0005806844080190221,0.0006344254064562217
ISIC_0000207_segmentation.png,0.0,0.00034811440910263817,8.887042027631346e-05
ISIC_0000208_segmentation.png,0.0,0.0003451599678345008,0.00019957754951506427
ISIC_0000209_segmentation.png,0.0,0.00028279241064088655,0.0003868401030351364
ISIC_0000210_segmentation.png,0.0,0.0002585537930824153,0.00015361868003149182
ISIC_0000211_segmentation.png,0.0,0.00015358333691323995,0.00016914257282652114
ISIC_0000212_segmentation.png,0.0,0.000289414712650817,0.0002892106017255684
